TAZ,APARKS,EMPEDU_P,EMPFOO_P,EMPGOV_P,EMPIND_P,EMPMED_P,EMPOFC_P,EMPOTH_P,EMPRET_P,EMPRSC_P,EMPSVC_P,EMPTOT_P,HH_P,LUTYPE_P,MFUNITS,NPARKS,PARKDY_P,PARKHR_P,SFUNITS,SQFT_P,STUGRD_P,STUHGH_P,STUUNI_P,a1,a2,a3,a4,a5,a6,a7,a8
1554,0,0,0,0.0,4,2,8,0,1,0,5,20.0,204,5547,0,0,0,0,228,2923635,0,0,0,4.0,6.0,10.0,10.0,23.0,22.0,41.0,88.0
1555,0,55,0,0.0,2,0,6,1,1,0,6,71.0,186,5162,0,0,0,0,206,2150369,462,0,0,5.0,5.0,10.0,25.0,13.0,24.0,33.0,71.0
1556,0,0,0,3.0,0,1,49,10,0,0,6,69.0,283,7514,0,0,0,0,290,5571987,0,0,0,24.0,13.0,12.0,23.0,22.0,29.0,45.0,115.0
1557,0,0,0,0.0,0,0,0,0,0,0,0,0.0,149,3644,0,0,0,0,150,1294747,0,0,0,15.0,5.0,1.0,13.0,16.0,13.0,23.0,63.0
1558,0,27,3,10.0,79,36,913,66,35,0,185,1354.0,1,654,0,0,0,0,1,5602765,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1559,1154793,53,10,37.0,248,45,771,161,30,0,361,1716.0,358,1064,178,2,0,0,0,10337369,0,0,0,20.0,46.0,60.0,68.0,44.0,38.0,21.0,61.0
1560,0,17,0,0.0,14,1,68,18,5,0,9,132.0,1001,13812,214,0,0,0,516,7582710,0,0,0,91.0,71.0,88.0,125.0,92.0,109.0,130.0,295.0
1561,0,101,0,0.0,4,1,17,3,0,0,6,132.0,276,7380,0,0,0,0,300,4672499,472,0,0,18.0,28.0,23.0,28.0,23.0,21.0,24.0,111.0
1562,0,0,0,0.0,69,6,10,2,5,0,10,102.0,250,6340,0,0,0,0,250,3745272,0,0,0,16.0,17.0,18.0,32.0,15.0,28.0,28.0,96.0
1563,0,371,10,0.0,700,938,1575,528,250,0,295,4667.0,0,1265,0,0,0,0,0,4110009,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1564,0,6,1,0.0,34,15,24,8,2,0,17,107.0,572,6302,268,0,0,0,235,3966911,0,0,0,171.0,84.0,63.0,40.0,33.0,33.0,50.0,98.0
1565,0,47,7,0.0,74,234,468,128,94,0,105,1157.0,0,303,0,0,0,0,0,1807991,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1566,0,1028,17,136.0,100,263,616,147,81,0,88,2476.0,408,1497,246,0,0,0,34,7103839,0,0,13226,69.0,62.0,64.0,74.0,35.0,23.0,26.0,55.0
1567,0,23,11,60.0,12,95,149,59,45,0,47,501.0,486,8270,0,0,0,0,326,4575083,246,0,0,88.0,72.0,55.0,90.0,26.0,19.0,47.0,89.0
1568,0,43,106,269.0,103,52,1312,19,250,0,21,2175.0,1,126,0,0,0,0,1,3147825,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1569,564,15,2,0.0,7,10,248,3,17,0,2,304.0,170,4410,0,2,0,0,181,2049045,0,0,0,19.0,18.0,14.0,28.0,9.0,10.0,18.0,54.0
1570,0,185,0,0.0,22,9,133,17,6,0,8,380.0,420,7603,96,0,0,0,304,4046652,0,0,0,66.0,52.0,43.0,54.0,25.0,29.0,45.0,106.0
1571,0,3,0,0.0,1711,182,3295,167,12,0,103,5473.0,74,2292,5,0,0,0,73,5756459,0,0,0,5.0,7.0,7.0,11.0,2.0,5.0,11.0,26.0
1572,609,163,4,0.0,19,0,69,134,11,0,65,465.0,804,13564,165,1,0,0,511,9654146,1394,0,0,99.0,81.0,82.0,126.0,55.0,51.0,84.0,226.0
1573,0,101,0,269.0,152,61,442,31,4,0,41,1101.0,868,18035,181,0,0,0,716,11244947,1384,0,0,61.0,72.0,63.0,131.0,54.0,66.0,107.0,314.0
1574,118320,87,12,0.0,1,14,60,13,3,0,26,216.0,405,10232,0,1,0,0,408,5692808,0,0,0,32.0,73.0,39.0,55.0,9.0,23.0,33.0,141.0
1575,0,0,0,0.0,0,0,0,0,0,0,0,0.0,114,3038,0,0,0,0,119,10873312,0,0,0,11.0,13.0,11.0,22.0,10.0,12.0,9.0,26.0
1576,0,0,0,0.0,0,0,0,0,0,0,0,0.0,532,14237,0,0,0,0,545,6057815,0,0,0,44.0,85.0,69.0,71.0,31.0,46.0,44.0,142.0
1577,405,184,0,2.0,0,0,4,1,1,0,17,209.0,350,8879,0,1,0,0,362,4734957,1105,0,0,22.0,50.0,38.0,48.0,21.0,34.0,48.0,89.0
1578,0,0,0,0.0,0,0,0,0,0,0,0,0.0,447,10458,0,0,0,0,433,4057335,0,0,0,29.0,54.0,95.0,77.0,18.0,58.0,38.0,78.0
1579,318,5,1,0.0,3,8,36,16,11,0,71,151.0,382,6351,37,1,0,0,252,3393289,0,0,0,73.0,68.0,29.0,38.0,36.0,20.0,52.0,66.0
1580,109,43,113,19.0,16,42,80,42,109,0,34,498.0,297,7142,0,1,0,0,289,5045024,351,0,0,67.0,25.0,13.0,36.0,23.0,27.0,35.0,71.0
1581,0,147,31,0.0,11,4,20,8,68,0,14,303.0,388,8680,12,0,0,0,340,3878495,484,0,0,0.0,47.0,64.0,67.0,50.0,31.0,49.0,80.0
1582,0,181,2,11.0,10,17,40,5,6,0,4,276.0,856,3545,195,0,0,0,96,5908263,0,1228,0,118.0,178.0,133.0,143.0,77.0,50.0,46.0,111.0
1583,0,0,0,0.0,27,21,6,4,0,0,37,95.0,637,4223,41,0,0,0,159,4775281,0,0,0,232.0,95.0,46.0,35.0,45.0,60.0,48.0,76.0
1584,0,0,0,0.0,0,0,0,0,0,0,0,0.0,86,3073,0,0,0,0,124,3006455,0,0,0,8.0,17.0,8.0,8.0,10.0,10.0,9.0,16.0
1585,1741627,0,0,16.0,2,0,0,0,0,0,149,167.0,18,873,0,1,0,0,18,8553897,0,0,0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,8.0
1586,0,58,2,0.0,2,3,24,8,6,0,6,109.0,140,4513,0,0,0,0,185,2422627,573,573,0,5.0,10.0,12.0,7.0,10.0,21.0,24.0,51.0
1587,4601761,269,12,1080.0,133,78,1043,97,393,0,63,3168.0,92,1195,65,1,0,0,7,7027109,0,0,0,1.0,19.0,10.0,11.0,19.0,6.0,13.0,13.0
1588,0,7,6,0.0,86,24,293,24,24,0,491,955.0,0,136,0,0,0,0,0,1577187,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1589,0,0,0,0.0,0,0,0,0,0,0,0,0.0,175,2981,61,0,0,0,115,2036286,0,0,0,5.0,31.0,21.0,25.0,14.0,15.0,18.0,46.0
1590,0,1,0,0.0,48,6,129,16,7,0,70,277.0,236,5976,0,0,0,0,226,2600587,0,0,0,16.0,20.0,26.0,20.0,15.0,25.0,23.0,91.0
1591,0,253,96,35.0,402,40,496,71,582,0,422,2397.0,1012,4865,207,0,40,40,157,4680742,0,1620,0,90.0,161.0,132.0,114.0,105.0,93.0,105.0,212.0
1592,0,40,1,0.0,2,2,10,1,6,0,20,82.0,187,4997,0,0,0,0,193,3539878,0,0,0,5.0,3.0,8.0,16.0,21.0,22.0,30.0,82.0
1593,529,62,328,0.0,522,28,209,95,732,0,91,2067.0,1075,2997,326,2,171,171,86,2685368,0,0,0,179.0,92.0,122.0,142.0,108.0,82.0,117.0,233.0
1594,0,14,92,0.0,80,3,23,17,124,0,31,384.0,362,4759,92,0,0,0,172,3756687,0,0,0,55.0,23.0,27.0,40.0,31.0,29.0,29.0,128.0
1595,0,84,0,9.0,4,1,13,1,7,0,11,130.0,243,6762,0,0,0,0,251,46086757,512,0,0,20.0,17.0,9.0,17.0,15.0,23.0,41.0,101.0
1596,0,8,6,3.0,0,0,6,2,3,0,27,55.0,279,7157,0,0,0,0,283,5244044,0,0,0,23.0,22.0,14.0,16.0,14.0,26.0,38.0,126.0
1597,0,25,3,10.0,15,18,145,12,10,0,141,379.0,664,7708,410,0,0,0,283,4174744,0,0,0,37.0,49.0,44.0,78.0,78.0,70.0,70.0,238.0
1598,21033,155,790,0.0,910,63,317,152,1797,0,239,4423.0,804,481,370,8,313,313,0,533521,0,0,0,84.0,70.0,78.0,116.0,109.0,90.0,86.0,171.0
1599,0,52,210,0.0,308,17,64,54,502,0,62,1269.0,0,92,0,0,0,0,0,1543272,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1600,0,146,379,0.0,86,59,800,4,81,0,366,1921.0,659,431,117,0,198,198,1,1412686,0,0,0,74.0,34.0,46.0,75.0,135.0,93.0,82.0,120.0
1601,0,25,1211,0.0,403,78,6100,23,316,0,788,8944.0,805,679,667,0,3336,3158,0,1449354,0,0,0,72.0,65.0,77.0,104.0,105.0,98.0,108.0,176.0
1602,0,19,876,31.0,330,51,5153,22,241,0,541,7264.0,537,384,882,0,7367,7338,0,2225533,0,0,0,49.0,47.0,43.0,69.0,78.0,55.0,67.0,129.0
1603,0,187,396,0.0,31,55,1301,4,121,0,498,2593.0,1041,553,809,0,3107,3031,0,1632516,0,0,0,116.0,76.0,81.0,97.0,148.0,132.0,132.0,259.0
1604,0,44,391,110.0,212,160,4458,415,206,0,166,6162.0,1130,902,0,0,2136,2136,0,1351217,0,0,0,69.0,108.0,123.0,137.0,187.0,189.0,103.0,214.0
1605,0,27,124,518.0,149,128,3143,235,134,0,64,4522.0,220,391,0,0,6627,6627,0,1406938,0,0,0,19.0,34.0,26.0,24.0,27.0,29.0,16.0,45.0
1606,0,30,118,69.0,228,221,1781,65,13,0,315,2840.0,2181,781,392,0,1968,1724,0,1276023,0,0,0,390.0,209.0,227.0,255.0,322.0,258.0,193.0,327.0
1607,0,12,158,0.0,65,66,1529,123,59,0,78,2090.0,0,115,0,0,0,0,0,411444,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1608,0,13,58,0.0,58,37,1197,75,50,0,31,1519.0,0,57,0,0,0,0,0,256438,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609,0,1,1,0.0,76,36,726,10,1,0,25,876.0,0,35,0,0,1239,1239,0,326385,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610,0,0,65,0.0,53,56,465,71,447,0,128,1285.0,504,279,504,0,0,0,0,1574241,0,0,0,59.0,96.0,89.0,50.0,37.0,28.0,34.0,111.0
1611,0,33,23,130.0,48,880,670,49,138,0,64,2035.0,0,617,0,0,2004,2004,0,1674385,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612,0,0,48,0.0,269,97,1134,138,571,0,97,2354.0,139,2463,117,0,0,0,70,4846884,0,0,0,6.0,23.0,18.0,17.0,24.0,10.0,10.0,31.0
1613,0,17,58,22.0,104,566,500,65,201,0,145,1678.0,223,624,132,0,0,0,0,1715417,0,0,0,21.0,40.0,31.0,33.0,18.0,18.0,19.0,43.0
1614,0,0,2,0.0,17,42,30,9,1,0,9,110.0,387,8565,60,0,0,0,349,4456244,0,0,0,25.0,39.0,22.0,26.0,41.0,35.0,54.0,145.0
1615,0,0,7,0.0,111,236,406,18,24,0,48,850.0,346,1950,201,0,0,0,56,2393321,0,0,0,45.0,70.0,46.0,24.0,26.0,30.0,36.0,69.0
1616,0,3,8,47.0,7,7,16,0,23,0,0,111.0,244,2405,74,0,0,0,91,3341889,36,0,0,14.0,17.0,28.0,42.0,28.0,23.0,27.0,65.0
1617,0,77,3,0.0,65,232,1344,11,11,0,27,1770.0,1283,1921,61,0,0,0,50,4152397,0,10,0,159.0,47.0,248.0,229.0,247.0,72.0,181.0,100.0
1618,0,117,5,0.0,13,17,49,0,25,0,4,230.0,768,5934,238,0,0,0,204,5659100,1051,0,0,105.0,88.0,97.0,88.0,57.0,72.0,88.0,173.0
1619,27485,61,2,4.0,64,700,82,4,9,0,34,960.0,371,8187,17,1,0,0,294,6202353,592,0,0,48.0,39.0,25.0,22.0,41.0,43.0,69.0,84.0
1620,0,4,0,1.0,125,14,62,8,28,0,4,246.0,387,7300,0,0,0,0,286,4291228,0,0,0,5.0,39.0,69.0,53.0,38.0,45.0,50.0,88.0
1621,0,93,63,87.0,32,54,97,3,2,0,5,436.0,567,7915,207,0,0,0,298,5025053,0,0,0,85.0,25.0,69.0,91.0,38.0,47.0,63.0,149.0
1622,0,7,112,0.0,37,88,170,12,8,0,18,452.0,1690,435,213,0,0,0,1,3891589,0,0,0,256.0,108.0,242.0,330.0,208.0,176.0,168.0,202.0
1623,0,70,15,53.0,27,37,183,15,23,0,11,434.0,420,8627,17,0,0,0,341,5749472,88,0,0,6.0,47.0,60.0,87.0,35.0,41.0,48.0,96.0
1624,101204,47,330,32.0,86,201,190,20,371,0,324,1601.0,1470,1503,487,9,0,0,21,8178711,0,0,0,358.0,365.0,307.0,235.0,33.0,49.0,45.0,78.0
1625,0,0,0,0.0,0,0,0,0,0,0,0,0.0,592,15413,0,0,0,0,612,6047564,0,0,0,46.0,69.0,51.0,72.0,34.0,55.0,76.0,189.0
1626,142331,0,0,18.0,0,10,9,3,0,0,0,40.0,533,11253,0,1,0,0,464,4692468,0,0,0,19.0,47.0,54.0,57.0,46.0,58.0,73.0,179.0
1627,0,0,0,0.0,0,0,0,0,0,0,0,0.0,295,7497,0,0,0,0,306,3671223,0,0,0,24.0,17.0,17.0,18.0,24.0,38.0,42.0,115.0
1628,0,0,0,0.0,0,0,0,0,0,0,0,0.0,576,14740,0,0,0,0,594,24023544,0,0,0,32.0,20.0,30.0,47.0,67.0,72.0,95.0,213.0
1629,0,97,1,0.0,10,7,48,8,3,0,65,239.0,488,12666,0,0,0,0,512,6428096,439,0,0,3.0,38.0,50.0,73.0,47.0,54.0,83.0,140.0
1630,0,0,0,0.0,0,0,0,0,0,0,0,0.0,409,9818,38,0,0,0,394,3961559,0,0,0,28.0,72.0,51.0,41.0,29.0,33.0,55.0,100.0
1631,0,191,6,0.0,14,11,85,4,10,0,16,337.0,398,10480,0,0,0,0,434,4278596,402,0,0,22.0,42.0,35.0,35.0,41.0,32.0,44.0,147.0
1632,0,267,31,0.0,78,46,706,37,184,0,50,1399.0,631,2755,0,0,0,0,101,5455483,199,1763,0,43.0,72.0,57.0,69.0,63.0,49.0,85.0,193.0
1633,0,141,1047,2.0,329,601,10020,45,257,0,142,12584.0,38,617,0,0,0,0,0,2542533,0,0,0,7.0,9.0,4.0,1.0,1.0,10.0,2.0,4.0
1634,166038,56,91,240.0,23,55,213,102,471,0,182,1433.0,0,228,0,3,0,0,0,1444974,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1635,0,66,102,24.0,146,63,377,168,504,0,220,1670.0,0,304,0,0,0,0,0,2374890,247,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1636,0,186,248,288.0,561,195,1015,468,1430,0,480,4871.0,0,1516,0,0,0,0,0,5260009,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1637,0,22,50,0.0,88,33,199,75,251,0,101,819.0,0,336,0,0,0,0,0,1433438,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1638,0,29,36,0.0,48,91,515,118,219,0,87,1143.0,46,1190,24,0,0,0,22,2011568,0,0,0,5.0,2.0,2.0,3.0,7.0,3.0,8.0,16.0
1639,0,110,124,0.0,533,117,576,317,791,0,297,2865.0,9,1181,0,0,0,0,0,5341625,0,0,0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0
1640,0,63,48,0.0,149,285,300,131,273,0,120,1369.0,205,1090,1,0,0,0,0,6365288,0,0,0,31.0,12.0,12.0,12.0,25.0,27.0,30.0,56.0
1641,0,81,32,2.0,169,2281,2161,148,372,0,116,5362.0,16,1905,0,0,0,0,13,3296661,0,0,0,0.0,3.0,4.0,3.0,1.0,0.0,1.0,4.0
1642,0,86,28,0.0,214,277,824,49,107,0,24,1609.0,0,536,0,0,0,0,0,1141796,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1643,1638,126,21,67.0,76,134,333,16,54,0,25,852.0,216,5720,0,1,0,0,216,3160132,0,0,0,28.0,22.0,9.0,16.0,17.0,23.0,29.0,72.0
1644,0,2,2,49.0,1,5,8,2,1,0,0,70.0,456,6388,221,0,0,0,248,4034769,0,0,0,57.0,49.0,21.0,19.0,53.0,39.0,63.0,155.0
1645,0,18,9,4.0,1,6,19,7,2,0,21,87.0,774,5932,179,0,0,0,227,4321915,0,25,0,71.0,78.0,71.0,60.0,109.0,76.0,117.0,192.0
1646,0,105,1,27.0,4,9,16,7,1,0,13,183.0,356,9019,0,0,0,0,367,5743113,395,0,0,21.0,28.0,27.0,28.0,36.0,40.0,46.0,130.0
1647,0,193,8,12.0,11,8,45,23,4,0,30,334.0,217,6206,7,0,0,0,237,5972086,2421,1016,0,25.0,10.0,14.0,18.0,20.0,18.0,30.0,82.0
1648,0,0,0,0.0,0,0,0,0,0,0,0,0.0,418,11285,0,0,0,0,460,7799607,0,0,0,24.0,13.0,19.0,42.0,32.0,42.0,67.0,179.0
1649,0,31,2,2.0,3,2,9,2,2,0,38,91.0,275,7410,0,0,0,0,278,50826731,0,0,0,15.0,20.0,13.0,12.0,23.0,33.0,39.0,120.0
1650,0,2,0,16.0,0,0,20,2,7,0,16,63.0,222,5684,0,0,0,0,230,3718002,226,0,0,21.0,13.0,14.0,16.0,18.0,24.0,30.0,86.0
1651,0,0,0,0.0,0,0,0,0,0,0,0,0.0,130,3628,0,0,0,0,139,10494318,0,0,0,12.0,8.0,2.0,12.0,5.0,9.0,19.0,63.0
1652,0,0,0,0.0,0,0,0,0,0,0,0,0.0,150,4623,0,0,0,0,183,6033826,0,0,0,13.0,17.0,9.0,8.0,12.0,13.0,26.0,52.0
1653,0,3,25,0.0,15,3,31,1,3,0,34,115.0,180,4934,0,0,0,0,204,4188601,0,0,0,10.0,13.0,10.0,6.0,13.0,27.0,33.0,68.0
1654,0,1,0,2.0,4,4,6,3,2,0,6,28.0,377,10081,0,0,0,0,401,7899453,0,0,0,20.0,17.0,28.0,36.0,21.0,33.0,49.0,173.0
1655,0,0,0,0.0,0,0,0,0,0,0,0,0.0,267,7397,0,0,0,0,293,5130224,0,0,0,12.0,19.0,15.0,17.0,13.0,20.0,43.0,128.0
1656,0,0,0,0.0,0,0,0,0,0,0,0,0.0,425,11252,0,0,0,0,426,5620780,0,0,0,34.0,10.0,48.0,48.0,43.0,52.0,47.0,143.0
1657,30032,197,141,0.0,850,106,2393,82,28,0,360,4157.0,299,1988,52,1,0,0,16,2824915,457,457,0,47.0,23.0,16.0,21.0,33.0,51.0,44.0,64.0
1658,300,60,16,73.0,61,98,258,13,39,0,23,641.0,500,5142,125,1,0,0,192,4439738,75,0,0,83.0,47.0,26.0,31.0,55.0,54.0,65.0,139.0
1659,0,23,5,0.0,86,59,271,19,39,0,10,512.0,0,213,0,0,0,0,0,747684,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1660,0,21,15,0.0,81,657,523,35,88,0,46,1466.0,201,647,201,0,0,0,0,2573941,0,0,0,7.0,23.0,33.0,47.0,31.0,12.0,12.0,36.0
1661,0,0,1,0.0,5,71,39,3,10,0,6,135.0,419,2863,27,0,0,0,110,3314010,0,0,0,17.0,50.0,114.0,80.0,28.0,25.0,26.0,79.0
1662,0,127,11,0.0,30,279,835,253,40,0,48,1623.0,198,5743,0,0,0,0,198,11907473,751,0,0,18.0,10.0,8.0,12.0,18.0,24.0,32.0,76.0
1663,0,0,0,0.0,7,1,4,4,2,0,2,20.0,656,16901,56,0,0,0,684,12810442,0,0,0,43.0,42.0,26.0,43.0,66.0,59.0,107.0,270.0
1664,0,13,0,0.0,119,1091,129,17,12,0,3,1384.0,230,6142,0,0,0,0,238,10372609,53,53,0,8.0,15.0,13.0,29.0,32.0,32.0,41.0,60.0
1665,0,58,27,0.0,35,397,553,147,9,0,97,1323.0,2035,5010,847,0,0,0,181,10409194,0,0,0,233.0,239.0,281.0,357.0,237.0,153.0,221.0,314.0
1666,0,84,364,0.0,834,337,6265,13,147,0,69,8113.0,780,563,0,0,0,0,0,5099799,0,0,0,144.0,103.0,89.0,64.0,84.0,157.0,63.0,76.0
1667,0,55,102,0.0,582,280,7785,19,116,0,31,8970.0,168,388,0,0,0,0,0,5124787,0,0,0,33.0,23.0,22.0,10.0,18.0,41.0,8.0,13.0
1668,0,62,3,0.0,9,105,61,4,17,0,15,276.0,224,5776,0,0,0,0,231,2990108,183,0,0,9.0,30.0,23.0,8.0,19.0,20.0,23.0,92.0
1669,0,62,182,0.0,305,254,7239,21,144,0,37,8244.0,0,274,0,0,0,0,0,4971136,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,0,28,63,0.0,337,122,2940,8,46,0,7,3551.0,0,108,0,0,0,0,0,2803845,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1671,0,16,39,0.0,87,55,1490,1,24,0,8,1720.0,288,218,0,0,0,0,1,3356406,0,0,0,33.0,28.0,21.0,38.0,30.0,81.0,24.0,33.0
1672,22560,0,0,0.0,0,0,0,0,0,0,0,0.0,324,8295,0,1,0,0,338,3004029,0,0,0,9.0,41.0,35.0,35.0,21.0,30.0,39.0,114.0
1673,0,90,10,0.0,13,10,16,13,43,0,7,202.0,465,12103,0,0,0,0,483,5153924,411,0,0,59.0,41.0,29.0,19.0,48.0,60.0,71.0,138.0
1674,0,75,0,0.0,23,8,75,2,4,0,31,218.0,494,12908,0,0,0,0,506,5415325,601,0,0,12.0,41.0,29.0,56.0,98.0,45.0,102.0,111.0
1675,1007,16,2,0.0,15,4,68,12,2,0,11,130.0,567,7521,140,1,0,0,294,4818852,0,0,0,29.0,36.0,50.0,64.0,98.0,80.0,86.0,124.0
1676,0,0,0,0.0,0,0,0,0,0,0,0,0.0,423,10554,0,0,0,0,425,23775964,0,0,0,48.0,18.0,21.0,37.0,66.0,42.0,71.0,120.0
1677,0,41,16,0.0,21,56,77,20,7,0,34,272.0,699,4077,360,0,0,0,148,4325448,0,0,0,60.0,34.0,68.0,91.0,85.0,130.0,91.0,140.0
1678,0,0,0,0.0,0,0,0,0,0,0,0,0.0,247,6829,0,0,0,0,247,2957404,0,0,0,16.0,16.0,9.0,21.0,56.0,30.0,51.0,48.0
1679,0,41,3,0.0,27,39,125,5,11,0,31,282.0,1200,7833,412,0,0,0,304,6256899,66,0,0,49.0,62.0,39.0,120.0,241.0,242.0,247.0,200.0
1680,0,0,7,0.0,220,5,2796,45,5,0,10,3088.0,0,152,0,0,0,0,0,2373264,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1681,0,144,34,0.0,53,47,2431,114,33,0,94,2950.0,2044,33534,379,0,0,0,1347,18762881,641,0,0,223.0,185.0,147.0,188.0,291.0,263.0,314.0,433.0
1682,0,7,47,0.0,842,13,6066,155,14,0,58,7202.0,0,417,0,0,0,0,0,3375195,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,41,22,3,26.0,7,47,104,6,1,0,717,933.0,1240,3371,312,1,0,0,119,5805037,0,0,0,77.0,78.0,125.0,255.0,170.0,127.0,142.0,266.0
1684,0,4,0,0.0,0,152,10,1,1,0,2,170.0,233,5862,0,0,0,0,240,10033921,0,0,0,7.0,13.0,14.0,15.0,29.0,40.0,46.0,69.0
1685,20522342,1,0,0.0,1,2,40,4,2,0,1,51.0,108,2881,0,1,0,0,108,23737122,0,0,0,11.0,14.0,8.0,11.0,15.0,10.0,20.0,19.0
1686,1690,10,0,0.0,0,15,9,6,2,0,3,45.0,237,4930,52,1,0,0,195,3122551,173,134,0,16.0,25.0,22.0,13.0,44.0,26.0,38.0,53.0
1687,0,276,14,1.0,0,11,27,3,2,0,10,344.0,199,2906,0,0,0,0,103,3718647,121,70,0,13.0,32.0,19.0,13.0,42.0,24.0,27.0,29.0
1688,0,0,0,0.0,0,11,7,1,1,0,6,26.0,196,4943,0,0,0,0,197,2372968,0,0,0,11.0,23.0,12.0,5.0,40.0,18.0,41.0,46.0
1689,0,36,1,0.0,0,10,21,9,2,0,5,84.0,186,5320,0,0,0,0,196,2467245,0,0,0,11.0,36.0,13.0,8.0,28.0,15.0,34.0,41.0
1690,0,41,54,0.0,535,54,1570,50,15,0,208,2527.0,646,4442,156,1,0,0,137,3946064,0,0,0,87.0,18.0,46.0,50.0,112.0,150.0,74.0,109.0
1691,304324,59,67,0.0,22,54,151,46,7,0,22,428.0,1165,9461,597,6,0,0,296,30939734,545,0,0,115.0,139.0,134.0,90.0,220.0,136.0,158.0,173.0
1692,0,3,11,0.0,0,7,44,5,50,0,5,125.0,203,3256,53,0,0,0,124,1960010,0,0,0,24.0,9.0,20.0,21.0,32.0,22.0,44.0,31.0
1693,0,59,2,17.0,5,23,161,15,74,0,14,370.0,379,6638,62,0,0,0,254,3564661,504,434,0,46.0,14.0,47.0,43.0,62.0,23.0,65.0,79.0
1694,0,1,0,0.0,5,9,27,7,3,0,6,58.0,425,11077,0,0,0,0,422,5777439,0,0,0,32.0,36.0,25.0,42.0,67.0,42.0,85.0,96.0
1695,135087,83,32,0.0,15,39,706,198,30,0,69,1172.0,394,6470,0,2,0,0,250,7260303,498,0,0,39.0,34.0,39.0,44.0,57.0,31.0,70.0,80.0
1696,408,201,13,0.0,148,94,245,53,26,0,157,937.0,2218,35677,1570,1,0,0,1481,18700578,1035,0,0,127.0,291.0,273.0,270.0,253.0,266.0,272.0,466.0
1697,8334746,182,313,171.0,4266,953,4812,631,1159,0,350,12837.0,1934,10518,270,6,0,0,319,42017738,0,0,0,164.0,206.0,119.0,358.0,263.0,255.0,177.0,392.0
1698,4081,27,1050,15.0,187,521,1246,309,532,0,600,4487.0,991,2758,108,2,0,0,18,7719924,51,51,0,139.0,89.0,79.0,142.0,158.0,146.0,143.0,95.0
1699,31878,456,847,720.0,1446,812,3409,1317,970,0,811,10788.0,3105,4364,629,4,0,0,4,16332294,1,0,0,329.0,234.0,228.0,420.0,529.0,461.0,545.0,359.0
1700,79856,278,153,0.0,29,74,414,82,515,0,122,1667.0,1372,30343,239,5,0,0,1156,16992543,721,1730,0,38.0,157.0,146.0,179.0,173.0,137.0,232.0,310.0
1701,4175,48,923,30.0,634,416,4032,762,337,0,576,7758.0,2648,15854,1449,3,0,0,467,11828466,0,0,0,303.0,346.0,296.0,258.0,399.0,304.0,361.0,381.0
1702,415949,102,342,1056.0,212,176,1272,554,259,0,195,4168.0,1952,31404,455,2,0,0,1144,13727284,601,0,0,237.0,312.0,169.0,117.0,243.0,240.0,286.0,348.0
1703,9306,19,12,0.0,513,198,642,216,130,0,94,1824.0,1651,21331,316,3,0,0,732,15775095,0,0,0,245.0,161.0,118.0,272.0,167.0,203.0,197.0,288.0
1704,367,354,185,133.0,80,170,425,88,110,0,121,1666.0,2460,34736,447,1,0,0,1311,18333680,2046,0,0,231.0,338.0,279.0,316.0,366.0,237.0,296.0,397.0
1705,87490,29,21,1.0,22,71,142,13,74,0,35,408.0,2085,17330,580,2,0,0,610,18257180,0,0,0,207.0,279.0,202.0,287.0,285.0,186.0,293.0,346.0
1706,106456,90,114,17.0,41,220,272,52,383,0,65,1254.0,969,17881,218,3,0,0,669,10732453,622,0,0,132.0,111.0,87.0,76.0,117.0,116.0,134.0,196.0
1707,0,7,108,0.0,90,25,217,151,61,0,85,744.0,1019,24951,82,0,0,0,947,11799152,0,0,0,29.0,74.0,71.0,86.0,186.0,124.0,174.0,275.0
